mode,setup,outer_fold_id,inner_fold_id,initial_label_count,strategy,round_id,replay_point,labeled_count,evaluation_dataset,accuracy,precision,recall,f1,balanced_accuracy,gmean,roc_auc,pr_auc,brier_score,log_loss,ece_10,mce_10,decision_threshold,threshold_strategy,threshold_selection_f1,threshold_source,accuracy_fixed_0_5,precision_fixed_0_5,recall_fixed_0_5,f1_fixed_0_5,balanced_accuracy_fixed_0_5,gmean_fixed_0_5,outer_fold
phase5,single_calibrated,1,1,10,predictive_entropy,5,5,35,validation,0.7966101694915254,0.8333333333333334,0.875,0.8536585365853658,0.7532894736842105,0.7433919416750281,0.8144736842105263,0.9099006255696146,0.16554329185635497,0.5017397518949244,0.1357560918424438,0.46982338578450694,0.5273871569475445,pr_best_f1,0.8536585365853658,validation,0.7796610169491526,0.813953488372093,0.875,0.8433734939759036,0.7269736842105263,0.7117435966472906,1
phase5,single_calibrated,1,1,10,predictive_entropy,5,5,35,holdout,0.6351351351351351,0.7948717948717948,0.62,0.6966292134831461,0.6433333333333333,0.6429100507328637,0.6725,0.7839081999993958,0.22651865297675658,0.6451039718132056,0.15959825087116672,0.46904842318020834,0.5273871569475445,pr_best_f1,0.6966292134831461,validation,0.6756756756756757,0.8095238095238095,0.68,0.7391304347826089,0.6733333333333333,0.6733003292241385,1
phase5,single_calibrated,1,1,10,predictive_entropy,6,6,40,validation,0.7796610169491526,0.813953488372093,0.875,0.8433734939759036,0.7269736842105263,0.7117435966472906,0.7907894736842105,0.908219233880583,0.17258043844831392,0.5151863471386164,0.12211694951434149,0.4479725199894167,0.5435224765148066,pr_best_f1,0.8433734939759036,validation,0.7627118644067796,0.7954545454545454,0.875,0.8333333333333334,0.700657894736842,0.6786208925382962,1
phase5,single_calibrated,1,1,10,predictive_entropy,6,6,40,holdout,0.6621621621621622,0.7906976744186046,0.68,0.7311827956989247,0.6525000000000001,0.6519202405202649,0.6691666666666667,0.7945410592829356,0.22319043019709067,0.6362990380188633,0.15941218900730814,0.46683207328921406,0.5435224765148066,pr_best_f1,0.7311827956989247,validation,0.6621621621621622,0.7777777777777778,0.7,0.7368421052631577,0.6416666666666666,0.6390096504226938,1
phase5,single_calibrated,1,1,10,predictive_entropy,7,7,45,validation,0.7966101694915254,0.9117647058823529,0.775,0.8378378378378379,0.8085526315789473,0.8078561622884166,0.8118421052631579,0.9150142359512441,0.16288379336046602,0.4873369162717532,0.11288387148174629,0.47973203405863774,0.7468478625590235,pr_best_f1,0.8378378378378379,validation,0.7457627118644068,0.8048780487804879,0.825,0.8148148148148149,0.7019736842105263,0.6911089486812976,1
phase5,single_calibrated,1,1,10,predictive_entropy,7,7,45,holdout,0.6081081081081081,0.8387096774193549,0.52,0.6419753086419753,0.6558333333333333,0.6416125518306719,0.675,0.7976316534111298,0.21096200316578184,0.6131854853319781,0.16016413597318746,0.37910704346983115,0.7468478625590235,pr_best_f1,0.6419753086419753,validation,0.6756756756756757,0.8095238095238095,0.68,0.7391304347826089,0.6733333333333333,0.6733003292241385,1
phase5,single_calibrated,1,1,10,predictive_entropy,8,8,50,validation,0.7796610169491526,0.813953488372093,0.875,0.8433734939759036,0.7269736842105263,0.7117435966472906,0.8105263157894737,0.9022466406348095,0.16133370490986154,0.4856800755768987,0.1360199820728611,0.6342688876674537,0.4822384182494489,pr_best_f1,0.8433734939759036,validation,0.7627118644067796,0.8095238095238095,0.85,0.8292682926829269,0.7144736842105264,0.7015021476502369,1
phase5,single_calibrated,1,1,10,predictive_entropy,8,8,50,holdout,0.6486486486486487,0.8,0.64,0.7111111111111111,0.6533333333333333,0.6531972647421808,0.6575,0.785471336423018,0.22144202199336904,0.6347518095659971,0.12584455296003408,0.27224058798635764,0.4822384182494489,pr_best_f1,0.7111111111111111,validation,0.6486486486486487,0.8,0.64,0.7111111111111111,0.6533333333333333,0.6531972647421808,1
phase5,single_calibrated,1,1,10,predictive_entropy,9,9,55,validation,0.8305084745762712,0.8947368421052632,0.85,0.8717948717948718,0.8197368421052631,0.8191780219091253,0.8460526315789474,0.9242599915667992,0.1519734610321619,0.46300347996649077,0.0890381110880891,0.2188797180445921,0.6559573775688303,pr_best_f1,0.8717948717948718,validation,0.7627118644067796,0.8095238095238095,0.85,0.8292682926829269,0.7144736842105264,0.7015021476502369,1
phase5,single_calibrated,1,1,10,predictive_entropy,9,9,55,holdout,0.6891891891891891,0.8648648648648649,0.64,0.7356321839080459,0.7158333333333333,0.7118052168020874,0.7891666666666667,0.8648537832211804,0.17381645756641803,0.5286526060660838,0.08686419475046675,0.5440545019805894,0.6559573775688303,pr_best_f1,0.7356321839080459,validation,0.7567567567567568,0.8076923076923077,0.84,0.8235294117647058,0.7116666666666667,0.7,1
phase5,single_calibrated,1,1,10,predictive_entropy,10,10,60,validation,0.8135593220338984,0.8536585365853658,0.875,0.8641975308641976,0.7796052631578947,0.7737468646310083,0.85,0.9353405777727304,0.15187280834945296,0.4622867907794179,0.07346616147544686,0.26028457117670445,0.49179327501508174,pr_best_f1,0.8641975308641976,validation,0.7966101694915254,0.85,0.85,0.85,0.7671052631578947,0.7626132357679226,1
phase5,single_calibrated,1,1,10,predictive_entropy,10,10,60,holdout,0.7567567567567568,0.8333333333333334,0.8,0.816326530612245,0.7333333333333334,0.7302967433402214,0.7733333333333333,0.8322004242034621,0.17352274769727105,0.529736795285056,0.11459170594310644,0.4652086111267813,0.49179327501508174,pr_best_f1,0.816326530612245,validation,0.7702702702702703,0.851063829787234,0.8,0.8247422680412372,0.7541666666666667,0.7527726527090811,1
phase5,single_calibrated,1,1,10,predictive_entropy,11,11,65,validation,0.847457627118644,0.8974358974358975,0.875,0.8860759493670887,0.8322368421052632,0.8311374577554609,0.85,0.924402784632155,0.14929872333782626,0.46354408264788804,0.13028933687374356,0.6869491095875506,0.7507153624891867,pr_best_f1,0.8860759493670887,validation,0.7966101694915254,0.8333333333333334,0.875,0.8536585365853658,0.7532894736842105,0.7433919416750281,1
phase5,single_calibrated,1,1,10,predictive_entropy,11,11,65,holdout,0.7432432432432432,0.8974358974358975,0.7,0.7865168539325842,0.7666666666666666,0.7637626158259734,0.8075,0.8838833462359443,0.16396458278882617,0.5043732884891873,0.1181713316145811,0.2804223221020495,0.7507153624891867,pr_best_f1,0.7865168539325842,validation,0.7837837837837838,0.84,0.84,0.8399999999999999,0.7533333333333333,0.7483314773547882,1
phase5,single_calibrated,1,1,10,predictive_entropy,12,12,70,validation,0.7966101694915254,0.8043478260869565,0.925,0.8604651162790697,0.7256578947368422,0.6977407149243606,0.8289473684210527,0.911916014158499,0.14886582246271393,0.4596967788650186,0.10724875715435252,0.4903540676360245,0.38366909614036127,pr_best_f1,0.8604651162790697,validation,0.7966101694915254,0.8333333333333334,0.875,0.8536585365853658,0.7532894736842105,0.7433919416750281,1
phase5,single_calibrated,1,1,10,predictive_entropy,12,12,70,holdout,0.7027027027027027,0.7592592592592593,0.82,0.7884615384615384,0.6391666666666667,0.613052471924984,0.7491666666666666,0.8398052617894574,0.18658932094735073,0.5589357844574749,0.13370049994673305,0.4456854426365022,0.38366909614036127,pr_best_f1,0.7884615384615384,validation,0.7702702702702703,0.8367346938775511,0.82,0.8282828282828283,0.7433333333333333,0.7393691004272944,1
phase5,single_calibrated,1,1,10,predictive_entropy,13,13,75,validation,0.7966101694915254,0.85,0.85,0.85,0.7671052631578947,0.7626132357679226,0.8394736842105263,0.9266373892037123,0.1601793614902753,0.4805620129578594,0.11923666984447041,0.3336008322382672,0.5192894606310379,pr_best_f1,0.85,validation,0.7627118644067796,0.8095238095238095,0.85,0.8292682926829269,0.7144736842105264,0.7015021476502369,1
phase5,single_calibrated,1,1,10,predictive_entropy,13,13,75,holdout,0.7972972972972973,0.8723404255319149,0.82,0.8453608247422681,0.7849999999999999,0.7842193570679061,0.765,0.8411433449519208,0.1679837923723419,0.515072745339659,0.10791951044834813,0.35370240284685284,0.5192894606310379,pr_best_f1,0.8453608247422681,validation,0.7972972972972973,0.8571428571428571,0.84,0.8484848484848485,0.7741666666666667,0.7713624310270756,1
phase5,single_calibrated,1,1,10,predictive_entropy,14,14,80,validation,0.8305084745762712,0.8409090909090909,0.925,0.8809523809523809,0.7782894736842105,0.7643366577077076,0.875,0.9373653543162789,0.12723833655760106,0.40257994273495107,0.05718018683798584,0.6994801442433021,0.3538857220001559,pr_best_f1,0.8809523809523809,validation,0.8135593220338984,0.8536585365853658,0.875,0.8641975308641976,0.7796052631578947,0.7737468646310083,1
phase5,single_calibrated,1,1,10,predictive_entropy,14,14,80,holdout,0.7297297297297297,0.7678571428571429,0.86,0.8113207547169812,0.6591666666666667,0.6278269400612454,0.8216666666666667,0.8947286179847971,0.1665302856343516,0.5037448671001211,0.09197549137899245,0.489956808280188,0.3538857220001559,pr_best_f1,0.8113207547169812,validation,0.7702702702702703,0.8113207547169812,0.86,0.8349514563106797,0.7216666666666667,0.7082843120291926,1
