mode,setup,outer_fold_id,inner_fold_id,initial_label_count,strategy,round_id,replay_point,labeled_count,evaluation_dataset,accuracy,precision,recall,f1,balanced_accuracy,gmean,roc_auc,pr_auc,brier_score,log_loss,ece_10,mce_10,decision_threshold,threshold_strategy,threshold_selection_f1,threshold_source,accuracy_fixed_0_5,precision_fixed_0_5,recall_fixed_0_5,f1_fixed_0_5,balanced_accuracy_fixed_0_5,gmean_fixed_0_5,outer_fold
phase5,single_calibrated,1,1,10,self_paced_entropy,14,14,80,holdout,0.7162162162162162,0.7959183673469388,0.78,0.7878787878787878,0.6816666666666666,0.6745368781616021,0.7258333333333333,0.8247759960303143,0.21854374785277467,0.6242218847167222,0.20125489919573122,0.5275475322049408,0.3729287398245557,pr_best_f1,0.7878787878787878,validation,0.6486486486486487,0.7857142857142857,0.66,0.717391304347826,0.6425000000000001,0.6422616289332564,1
phase5,single_calibrated,1,1,10,self_paced_entropy,15,15,85,validation,0.8135593220338984,0.7843137254901961,1.0,0.8791208791208792,0.7105263157894737,0.6488856845230502,0.843421052631579,0.9028559199323916,0.13902066844347324,0.4293859277166534,0.08107395280007794,0.339990626779214,0.26074923421880236,pr_best_f1,0.8791208791208792,validation,0.7796610169491526,0.8,0.9,0.8470588235294118,0.7131578947368421,0.6882472016116853,1
phase5,single_calibrated,1,1,10,self_paced_entropy,15,15,85,holdout,0.7972972972972973,0.7868852459016393,0.96,0.8648648648648649,0.7091666666666666,0.6633249580710799,0.8258333333333333,0.8981145604184659,0.15488966017173247,0.45986100881433334,0.11334134109515029,0.3465369023088274,0.26074923421880236,pr_best_f1,0.8648648648648649,validation,0.7432432432432432,0.8163265306122449,0.8,0.8080808080808082,0.7125,0.7071067811865476,1
phase5,single_calibrated,1,1,10,self_paced_entropy,16,16,90,validation,0.8305084745762712,0.875,0.875,0.875,0.805921052631579,0.8029550685469662,0.868421052631579,0.9337313782482127,0.13393279259316274,0.41985267858862696,0.07641617241105042,0.3184654335134246,0.5489215807377996,pr_best_f1,0.875,validation,0.8135593220338984,0.8536585365853658,0.875,0.8641975308641976,0.7796052631578947,0.7737468646310083,1
phase5,single_calibrated,1,1,10,self_paced_entropy,16,16,90,holdout,0.7162162162162162,0.7959183673469388,0.78,0.7878787878787878,0.6816666666666666,0.6745368781616021,0.77,0.8705798197865691,0.17753818220249729,0.5260578657146564,0.14236088384749204,0.35677463325127856,0.5489215807377996,pr_best_f1,0.7878787878787878,validation,0.7297297297297297,0.7884615384615384,0.82,0.803921568627451,0.6808333333333333,0.6664583007710735,1
phase5,single_calibrated,1,1,10,self_paced_entropy,17,17,95,validation,0.8135593220338984,0.8085106382978723,0.95,0.8735632183908046,0.7381578947368421,0.7071067811865475,0.8381578947368421,0.9014045239767227,0.1431688045677377,0.4510082765124632,0.10683499706324669,0.2560413072678765,0.3879228086089524,pr_best_f1,0.8735632183908046,validation,0.7966101694915254,0.8043478260869565,0.925,0.8604651162790697,0.7256578947368422,0.6977407149243606,1
phase5,single_calibrated,1,1,10,self_paced_entropy,17,17,95,holdout,0.8108108108108109,0.8333333333333334,0.9,0.8653846153846153,0.7625,0.75,0.85,0.9139846813423231,0.15445129560351437,0.4664219877636293,0.14022182433253158,0.32014035668997337,0.3879228086089524,pr_best_f1,0.8653846153846153,validation,0.7837837837837838,0.84,0.84,0.8399999999999999,0.7533333333333333,0.7483314773547882,1
phase5,single_calibrated,1,1,10,self_paced_entropy,18,18,100,validation,0.8135593220338984,0.8536585365853658,0.875,0.8641975308641976,0.7796052631578947,0.7737468646310083,0.8368421052631579,0.9120699711578337,0.14620216134043243,0.4517906248941449,0.04298368768489804,0.12369315235325418,0.5676390749009789,pr_best_f1,0.8641975308641976,validation,0.7966101694915254,0.8333333333333334,0.875,0.8536585365853658,0.7532894736842105,0.7433919416750281,1
phase5,single_calibrated,1,1,10,self_paced_entropy,18,18,100,holdout,0.6756756756756757,0.7954545454545454,0.7,0.7446808510638298,0.6625,0.6614378277661477,0.75,0.8798403545083288,0.19430988986378414,0.5639375235469227,0.12483201758788959,0.2635020206057428,0.5676390749009789,pr_best_f1,0.7446808510638298,validation,0.6891891891891891,0.7872340425531915,0.74,0.7628865979381443,0.6616666666666666,0.6570134448142342,1
phase5,single_calibrated,1,1,10,self_paced_entropy,19,19,105,validation,0.8135593220338984,0.8372093023255814,0.9,0.8674698795180723,0.7657894736842106,0.7539370349250519,0.8526315789473684,0.9194538878868659,0.13990465591949033,0.4370494031088403,0.09286932464683607,0.3269148524653723,0.5713801171446868,pr_best_f1,0.8674698795180723,validation,0.7796610169491526,0.8,0.9,0.8470588235294118,0.7131578947368421,0.6882472016116853,1
phase5,single_calibrated,1,1,10,self_paced_entropy,19,19,105,holdout,0.7837837837837838,0.8695652173913043,0.8,0.8333333333333333,0.775,0.7745966692414834,0.8341666666666666,0.913512395675648,0.1551559089183495,0.47592477580168036,0.0971605197969633,0.3350324188772307,0.5713801171446868,pr_best_f1,0.8333333333333333,validation,0.7972972972972973,0.8431372549019608,0.86,0.8514851485148515,0.7633333333333333,0.7571877794400365,1
phase5,single_calibrated,1,1,10,self_paced_entropy,20,20,110,validation,0.8305084745762712,0.875,0.875,0.875,0.805921052631579,0.8029550685469662,0.8513157894736842,0.9067094018591491,0.13754688313177213,0.43210856910215567,0.08111217203896565,0.31947184443545007,0.5782215364439993,pr_best_f1,0.875,validation,0.7966101694915254,0.8181818181818182,0.9,0.8571428571428572,0.7394736842105263,0.7218397547786818,1
phase5,single_calibrated,1,1,10,self_paced_entropy,20,20,110,holdout,0.7702702702702703,0.8666666666666667,0.78,0.8210526315789474,0.765,0.7648529270389177,0.8308333333333333,0.8994271646657399,0.15341951739240142,0.47831651160068095,0.11728018750789519,0.36687739615392945,0.5782215364439993,pr_best_f1,0.8210526315789474,validation,0.7702702702702703,0.8367346938775511,0.82,0.8282828282828283,0.7433333333333333,0.7393691004272944,1
phase5,single_calibrated,1,1,10,self_paced_entropy,21,21,115,validation,0.847457627118644,0.8297872340425532,0.975,0.896551724137931,0.7769736842105264,0.7513146372928764,0.8552631578947368,0.8753914623907579,0.12461389550244137,0.4084347161308861,0.11746105574926927,0.4714638944656439,0.5135071511582676,pr_best_f1,0.896551724137931,validation,0.847457627118644,0.8297872340425532,0.975,0.896551724137931,0.7769736842105264,0.7513146372928764,1
phase5,single_calibrated,1,1,10,self_paced_entropy,21,21,115,holdout,0.7702702702702703,0.8,0.88,0.8380952380952381,0.7108333333333333,0.6904105059069326,0.8291666666666667,0.9054733588865362,0.15957866794174683,0.4876607215082155,0.1080394843193671,0.641559160832331,0.5135071511582676,pr_best_f1,0.8380952380952381,validation,0.7702702702702703,0.8,0.88,0.8380952380952381,0.7108333333333333,0.6904105059069326,1
phase5,single_calibrated,1,1,10,self_paced_entropy,22,22,120,validation,0.864406779661017,0.8636363636363636,0.95,0.9047619047619048,0.8171052631578948,0.806225774829855,0.8776315789473684,0.9195156027275024,0.11673036876543204,0.3829797293990771,0.13234064834974474,0.5366818730698695,0.555809255263782,pr_best_f1,0.9047619047619048,validation,0.864406779661017,0.8636363636363636,0.95,0.9047619047619048,0.8171052631578948,0.806225774829855,1
phase5,single_calibrated,1,1,10,self_paced_entropy,22,22,120,holdout,0.7567567567567568,0.7962962962962963,0.86,0.826923076923077,0.7008333333333333,0.6825198409814424,0.795,0.89468926193782,0.17276539114051762,0.5186736310221327,0.15747298341975338,0.8513938484004429,0.555809255263782,pr_best_f1,0.826923076923077,validation,0.7702702702702703,0.7894736842105263,0.9,0.8411214953271027,0.7,0.6708203932499369,1
phase5,single_calibrated,1,1,10,self_paced_entropy,23,23,125,validation,0.847457627118644,0.8780487804878049,0.9,0.888888888888889,0.8184210526315789,0.8143450710459553,0.8776315789473684,0.9254310074926689,0.12418805193966384,0.4047275693714265,0.07645074758563586,0.24876624716991158,0.5286250172140916,pr_best_f1,0.888888888888889,validation,0.8305084745762712,0.8571428571428571,0.9,0.8780487804878048,0.7921052631578948,0.7847225456708954,1
phase5,single_calibrated,1,1,10,self_paced_entropy,23,23,125,holdout,0.7702702702702703,0.8367346938775511,0.82,0.8282828282828283,0.7433333333333333,0.7393691004272944,0.7941666666666667,0.8817684002109534,0.17924384282028685,0.5363703539233443,0.18039666401529345,0.5497419745537555,0.5286250172140916,pr_best_f1,0.8282828282828283,validation,0.7702702702702703,0.8235294117647058,0.84,0.8316831683168315,0.7324999999999999,0.724568837309472,1
phase5,single_calibrated,1,1,10,self_paced_entropy,24,24,130,validation,0.864406779661017,0.8636363636363636,0.95,0.9047619047619048,0.8171052631578948,0.806225774829855,0.8618421052631579,0.9147838918042973,0.12238372122037086,0.40359246468239157,0.09062913957654134,0.31807773045085325,0.39691955923791883,pr_best_f1,0.9047619047619048,validation,0.847457627118644,0.8604651162790697,0.925,0.891566265060241,0.8046052631578948,0.7955468162478594,1
phase5,single_calibrated,1,1,10,self_paced_entropy,24,24,130,holdout,0.7702702702702703,0.8,0.88,0.8380952380952381,0.7108333333333333,0.6904105059069326,0.81,0.8988409265939005,0.1675247413999519,0.5027018569397466,0.11452295088960451,0.2739911608684603,0.39691955923791883,pr_best_f1,0.8380952380952381,validation,0.7567567567567568,0.8076923076923077,0.84,0.8235294117647058,0.7116666666666667,0.7,1
phase5,single_calibrated,1,1,10,self_paced_entropy,25,25,135,validation,0.8305084745762712,0.875,0.875,0.875,0.805921052631579,0.8029550685469662,0.8657894736842106,0.9224490245815357,0.13268418630620257,0.41953417657272346,0.10487730531364273,0.6485636659957429,0.5249178451480759,pr_best_f1,0.875,validation,0.8305084745762712,0.875,0.875,0.875,0.805921052631579,0.8029550685469662,1
phase5,single_calibrated,1,1,10,self_paced_entropy,25,25,135,holdout,0.7297297297297297,0.8260869565217391,0.76,0.7916666666666667,0.7133333333333334,0.7118052168020874,0.7791666666666667,0.8750802248485747,0.187577737020116,0.5569044709353488,0.1230801915897593,0.4609248462297906,0.5249178451480759,pr_best_f1,0.7916666666666667,validation,0.7297297297297297,0.8260869565217391,0.76,0.7916666666666667,0.7133333333333334,0.7118052168020874,1
phase5,single_calibrated,1,1,10,self_paced_entropy,26,26,140,validation,0.8135593220338984,0.8536585365853658,0.875,0.8641975308641976,0.7796052631578947,0.7737468646310083,0.8394736842105263,0.8630069430385809,0.1419932058079443,0.4474717689614541,0.06793585554310413,0.1964432498302521,0.45945251622448896,pr_best_f1,0.8641975308641976,validation,0.7966101694915254,0.85,0.85,0.85,0.7671052631578947,0.7626132357679226,1
phase5,single_calibrated,1,1,10,self_paced_entropy,26,26,140,holdout,0.7702702702702703,0.8235294117647058,0.84,0.8316831683168315,0.7324999999999999,0.724568837309472,0.7716666666666666,0.8762069227658117,0.18170196101307434,0.5352877013850331,0.14129829999275703,0.3402539655294478,0.45945251622448896,pr_best_f1,0.8316831683168315,validation,0.7297297297297297,0.8125,0.78,0.7959183673469388,0.7025,0.6982120021884471,1
phase5,single_calibrated,1,1,10,self_paced_entropy,27,27,145,validation,0.847457627118644,0.8780487804878049,0.9,0.888888888888889,0.8184210526315789,0.8143450710459553,0.85,0.913375719226253,0.13607010579950918,0.4327109397483095,0.07991398233278416,0.3336191230162473,0.5961967131846267,pr_best_f1,0.888888888888889,validation,0.8305084745762712,0.8571428571428571,0.9,0.8780487804878048,0.7921052631578948,0.7847225456708954,1
phase5,single_calibrated,1,1,10,self_paced_entropy,27,27,145,holdout,0.7432432432432432,0.8444444444444444,0.76,0.8,0.7341666666666666,0.7337120234351713,0.7783333333333333,0.8718349855914391,0.17279089405028017,0.5259041790526358,0.10981145111469974,0.5680106946791489,0.5961967131846267,pr_best_f1,0.8,validation,0.7702702702702703,0.8,0.88,0.8380952380952381,0.7108333333333333,0.6904105059069326,1
phase5,single_calibrated,1,1,10,self_paced_entropy,28,28,150,validation,0.864406779661017,0.8809523809523809,0.925,0.9024390243902439,0.8309210526315789,0.8255779474818965,0.8802631578947369,0.9324386733439719,0.12994502660831167,0.4156859268760774,0.10633222379191669,0.4309114597990801,0.5132231134118102,pr_best_f1,0.9024390243902439,validation,0.8305084745762712,0.8409090909090909,0.925,0.8809523809523809,0.7782894736842105,0.7643366577077076,1
