initial_label_count,strategy,fold_count,mean_aulc_f1,sd_aulc_f1,min_aulc_f1,max_aulc_f1,mean_terminal_f1,sd_terminal_f1,min_terminal_f1,max_terminal_f1,mean_terminal_pr_auc,sd_terminal_pr_auc,min_terminal_pr_auc,max_terminal_pr_auc,mean_terminal_roc_auc,sd_terminal_roc_auc,min_terminal_roc_auc,max_terminal_roc_auc,mean_terminal_brier,sd_terminal_brier,min_terminal_brier,max_terminal_brier,mean_terminal_ece_10,sd_terminal_ece_10,min_terminal_ece_10,max_terminal_ece_10,positive_selected,selected_records,positive_yield,mean_run_diversity,sd_run_diversity,min_run_diversity,max_run_diversity,mean_jaccard_to_other_strategies,target_0.8_reached_count,target_0.8_conditional_mean_labels,target_0.8_median_labels,target_0.84_reached_count,target_0.84_conditional_mean_labels,target_0.84_median_labels,target_0.86_reached_count,target_0.86_conditional_mean_labels,target_0.86_median_labels
10,cluster_diverse_representative,5,0.8057953271270379,0.0322524554678258,0.7567497480554423,0.843490555431319,0.8542987202618384,0.014975049356802834,0.831858407079646,0.8686868686868686,0.9085578308095805,0.057978500607353434,0.8066779966954497,0.9455837336579813,0.8322585034013606,0.06162546604789944,0.7266666666666667,0.88,0.15424262673669908,0.02159153962645186,0.13591875189902666,0.189639659871441,0.0945480273836084,0.018998430036685585,0.07306180537446738,0.12130215962862105,351,500,0.702,0.9045445642667334,0.0006587290225912925,0.9038012553339508,0.9054206631132468,0.346370716274804,5,22.0,15.0,4,62.5,65.0,3,80.0,75.0
10,ensemble_mean,5,0.7949475477943734,0.039513440681185674,0.7300672691247212,0.8269995311969924,0.8248532667285009,0.028981654947401903,0.792079207920792,0.8712871287128714,0.8925792646619959,0.04214096367945402,0.8240164708390803,0.9283986058498548,0.8039194025436261,0.05277410224533187,0.7325,0.8486956521739131,0.16691272175161523,0.019952123345859017,0.1501079571870273,0.18899658936225455,0.09297096610102855,0.027115621377273,0.06535434973574239,0.13452638957967833,432,500,0.864,0.8502609303715364,0.016754376764949112,0.8343959727141546,0.8781540331161543,0.33023015258698696,5,25.0,25.0,3,40.0,30.0,2,72.5,72.5
10,ensemble_mi,5,0.8144941607076982,0.014098524055864758,0.7972918236419,0.8304342998109473,0.8362174575836192,0.034745482952281796,0.7959183673469388,0.8737864077669903,0.9048022892010561,0.031102117169799607,0.8544843405790814,0.9382817528545763,0.8291223010943508,0.03389185176184915,0.7925,0.8784013605442177,0.1567877767524388,0.01724925641933497,0.13412893524804093,0.177708872322996,0.1265580272381881,0.03634705543435754,0.09155038528801185,0.18606785974779963,319,500,0.638,0.9057789202704674,0.004661648627876317,0.9003253369880164,0.9121084120705332,0.35106260152821345,5,16.0,20.0,4,51.25,52.5,3,88.33333333333333,90.0
10,family_qbc,5,0.8104577685120242,0.023299977536296763,0.7731464716279642,0.8358819488549508,0.8505852212105977,0.03890419830236875,0.8,0.9,0.9057088189987791,0.02976282546737106,0.864894709776342,0.9475622487866833,0.842949866903283,0.039271612643702714,0.8016666666666666,0.9005102040816326,0.14690148719290613,0.02047601608478443,0.12081878245482633,0.17158256129141886,0.09575543654592267,0.02573027997149146,0.056829415734949824,0.12126714596729346,237,500,0.474,0.886866263442978,0.013885685430090531,0.8726666860075951,0.9039966262693536,0.2790276574775067,5,21.0,15.0,4,56.25,67.5,3,60.0,65.0
10,hybrid_mi_diverse,5,0.8126043027795109,0.02138349791550782,0.7772185924993282,0.8301257316677241,0.8372193492781728,0.03180410822005389,0.8,0.8749999999999999,0.9129317071978814,0.01704605124392173,0.8990018133897761,0.9410538606023735,0.8383911564625851,0.03356798352634394,0.7991666666666667,0.8894557823129252,0.1502611136635413,0.01685835564575074,0.12943106246492714,0.17295846618015331,0.10437095195325094,0.017111691689757014,0.07835134654368486,0.1229438960082479,331,500,0.662,0.9063474257061976,0.0033745150101891085,0.9026876945046801,0.910298458275731,0.3595215401692299,5,14.0,15.0,5,49.0,45.0,3,93.33333333333333,100.0
10,oed_logdet,5,0.8050143311063771,0.03148542803628452,0.7629936794671148,0.8396108335096399,0.8368594815740182,0.019625215173330976,0.8108108108108109,0.8599999999999999,0.9018057220006443,0.03100435978268156,0.8521853021704784,0.9283510638245419,0.8222700384501627,0.026370103337904443,0.7866666666666666,0.8533333333333334,0.1567771587689417,0.012912059308984146,0.13881037678374133,0.16653512174587726,0.09046558570815551,0.026514824296594252,0.06809834936096135,0.13438230959901445,341,500,0.682,0.9086134021834977,0.0025768981928866556,0.904196393393363,0.9104954155065799,0.3567073287616529,5,17.0,15.0,3,53.333333333333336,70.0,2,95.0,95.0
10,predictive_entropy,5,0.8283519092267155,0.018598593927560355,0.8043161093184971,0.8552139633438294,0.8462900684859844,0.024998489744199902,0.8181818181818181,0.8807339449541285,0.9216596312818496,0.025712358501529992,0.8912165635920342,0.9570632431868331,0.857483436853002,0.038151931369241845,0.8066666666666666,0.9107142857142857,0.1406258525775039,0.015306701242964757,0.12269196730245598,0.16239397637073097,0.09401435664359481,0.03052043270221208,0.059802675445366486,0.13898243030023658,285,500,0.57,0.8433252298590418,0.011918282585581252,0.827025557082176,0.8588510507449901,0.2724343597932302,5,21.0,15.0,5,35.0,35.0,4,58.75,60.0
10,random,5,0.8063996704615409,0.023530075171742267,0.7675742682350597,0.8314433877449051,0.82223819684346,0.04330404592536697,0.7500000000000001,0.8571428571428571,0.9010761893799437,0.028984847719122398,0.8660135618577524,0.9384442929997914,0.8255014788524105,0.04064515805363003,0.7791666666666667,0.8733333333333333,0.15554283374387026,0.01637812933642494,0.13311762973975483,0.17118978204294077,0.09537032815498185,0.01957085681463545,0.0663698295874595,0.11887507629711117,336,500,0.672,0.870227247364249,0.01117661552539895,0.859917388167388,0.8860292261049837,0.2829682678316811,5,27.0,20.0,5,62.0,70.0,2,87.5,87.5
10,similarity_penalized_mean,5,0.8000348043378247,0.027856056263590813,0.7616376773427947,0.8338304634871188,0.8303061842327096,0.009065330066581717,0.8166666666666667,0.8411214953271027,0.8952717544758555,0.05133897126478546,0.8094161042408858,0.9399305069771152,0.8050739426205265,0.06342505240816987,0.7025,0.8554421768707483,0.1678745475306214,0.01858430995167786,0.15166792352997277,0.19808401068705125,0.09880795868243941,0.05460744748986153,0.06019498680050825,0.188013769209505,436,500,0.872,0.8572769719293643,0.024487992690631382,0.830871875318845,0.8855753504130698,0.34029877244706125,5,41.0,40.0,3,53.333333333333336,70.0,2,62.5,62.5
10,ucb,5,0.8000982326424367,0.02159605332656802,0.7777461138716102,0.8283422976011099,0.7975555338792257,0.00819092885431062,0.7878787878787878,0.8080808080808082,0.8755643227529053,0.05463404605176724,0.7859736790180246,0.9265543732012921,0.7692187222715173,0.06586338549850246,0.6708333333333333,0.8282312925170068,0.18147855685038825,0.019396239697799425,0.1538845535130488,0.20450408871144782,0.11489915887433737,0.048413245753744505,0.078604083549172,0.19721236540407105,446,500,0.892,0.8646539720837966,0.018526041075791692,0.845735176439722,0.8883639671658012,0.341855919486788,4,22.5,17.5,3,50.0,55.0,1,65.0,65.0
