mode,initial_label_count,setup,evaluation_dataset,outer_fold_id,strategy,random_final_F1,strategy_final_F1,final_F1_delta_vs_random,win_vs_random
benchmark,10,ensemble_calibrated,holdout,2,similarity_penalized_mean,0.8541666666666666,0.8305084745762712,-0.023658192090395436,False
benchmark,10,ensemble_calibrated,holdout,2,ucb,0.8541666666666666,0.8032786885245902,-0.05088797814207646,False
benchmark,40,ensemble_calibrated,validation,2,cluster_diverse_representative,0.8571428571428571,0.8641975308641976,0.007054673721340499,True
benchmark,40,ensemble_calibrated,validation,2,ensemble_mean,0.8571428571428571,0.8470588235294118,-0.010084033613445342,False
benchmark,40,ensemble_calibrated,validation,2,ensemble_mi,0.8571428571428571,0.8648648648648648,0.007722007722007707,True
benchmark,40,ensemble_calibrated,validation,2,family_qbc,0.8571428571428571,0.875,0.017857142857142905,True
benchmark,40,ensemble_calibrated,validation,2,hybrid_mi_diverse,0.8571428571428571,0.8831168831168831,0.025974025974025983,True
benchmark,40,ensemble_calibrated,validation,2,oed_logdet,0.8571428571428571,0.851063829787234,-0.006079027355623046,False
benchmark,40,ensemble_calibrated,validation,2,predictive_entropy,0.8571428571428571,0.8533333333333333,-0.003809523809523818,False
benchmark,40,ensemble_calibrated,validation,2,similarity_penalized_mean,0.8571428571428571,0.8604651162790697,0.0033222591362126463,True
benchmark,40,ensemble_calibrated,validation,2,ucb,0.8571428571428571,0.8470588235294118,-0.010084033613445342,False
