mode,initial_label_count,setup,strategy,evaluation_dataset,n_repeats,mean_final_F1,std_final_F1,median_final_F1,min_final_F1,max_final_F1,mean_AULC_F1,std_AULC_F1,mean_final_PR_AUC,mean_final_ROC_AUC,mean_final_Brier,mean_final_ECE_10
ablation,10,single_calibrated,cluster_diverse_representative,validation,5,0.8740741302866821,0.023644943922890155,0.875,0.8533333333333333,0.9113924050632911,0.8583802178679095,0.015196231237428273,0.9330095600674125,0.8607894736842105,0.1411819636794549,0.13531722099826865
ablation,10,single_calibrated,ensemble_mean,holdout,5,0.8110419191902896,0.03525184508858506,0.8135593220338982,0.7592592592592593,0.8431372549019608,0.7920996484962486,0.024332510738031936,0.8846144002963173,0.7855909494232475,0.17343116634817096,0.1086826212536542
ablation,10,single_calibrated,ensemble_mean,validation,5,0.8481673450794311,0.01491471894167807,0.8433734939759036,0.8351648351648352,0.8735632183908046,0.8414910209193351,0.013380356562052054,0.9138537708695835,0.8215789473684211,0.15876198522889287,0.09351236415239224
ablation,10,single_calibrated,oed_logdet,holdout,5,0.8174597727853541,0.060119215624352365,0.8181818181818182,0.7209302325581396,0.8749999999999999,0.8086289543418939,0.025860834329120105,0.9014095495829663,0.8285814847678201,0.1555068635145259,0.11641846811565218
ablation,10,single_calibrated,oed_logdet,validation,5,0.8719514569478065,0.027505224652449027,0.8764044943820225,0.8395061728395061,0.9113924050632911,0.854577154319051,0.011492759999424564,0.9350117539456283,0.8671052631578947,0.13661186149670076,0.09801511583666095
ablation,10,single_calibrated,predictive_entropy,holdout,5,0.8257010043232749,0.02265626555428957,0.831858407079646,0.7865168539325842,0.8431372549019608,0.8158432604441804,0.028813791197885838,0.9001298196148466,0.8323932268559597,0.15593410338015884,0.09519460987045854
ablation,10,single_calibrated,predictive_entropy,validation,5,0.8830883791653701,0.030077375262754853,0.891566265060241,0.840909090909091,0.9156626506024096,0.8642409944862297,0.019545434579840155,0.9279807727743001,0.8642105263157894,0.13776553506455877,0.11298222777672703
ablation,10,single_calibrated,random,holdout,5,0.8434210207704202,0.017495447645754142,0.836734693877551,0.822429906542056,0.8631578947368421,0.7931139555811406,0.04292493444203556,0.8930972511801111,0.8183831706595683,0.1587254958263434,0.1158109105879116
ablation,10,single_calibrated,random,validation,5,0.8877568701625023,0.035599257284002074,0.88,0.840909090909091,0.9367088607594937,0.8593525878470685,0.019302836296368652,0.9301994015187663,0.8694736842105263,0.1314079923448102,0.0995462835303857
ablation,10,single_calibrated,similarity_penalized_mean,holdout,5,0.832314420575521,0.028580210261708358,0.8399999999999999,0.792079207920792,0.8659793814432989,0.796513198580538,0.029142245508244145,0.9013400277126952,0.8097366163856847,0.16431997517183689,0.11218844365820846
