mode,setup,outer_fold_id,inner_fold_id,replay_seed_size,initial_label_count,strategy,round_id,probability_type,Brier,ECE_10,MCE_10
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,2,calibrated,0.21425165570906513,0.0091413594014877,0.07715158761943908
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,3,raw,0.2328821245443509,0.13406229645518936,0.20156499147415163
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,3,calibrated,0.21458636922660898,0.055422848347942984,0.11443563794347367
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,4,raw,0.23112653734014812,0.1336208081851571,0.2957627634207407
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,4,calibrated,0.21237269705562814,0.009666109312063156,0.013370534518258093
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,5,raw,0.21725237485159152,0.14436025457867124,0.3985885590314865
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,5,calibrated,0.2051170360786517,0.07307778474668751,0.22098998350884952
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,6,raw,0.2293950351628834,0.1370069402759358,0.1938953512907029
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,6,calibrated,0.2099168008319326,0.03546650121311168,0.14385550722793078
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,7,raw,0.22779914546270558,0.11804215190774309,0.20442051738500588
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,7,calibrated,0.21223009785169167,0.03442322413770102,0.13979906115738677
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,8,raw,0.2292971574288418,0.11629501086170385,0.1686301052570342
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,8,calibrated,0.21355644103493304,0.013656994742949558,0.08051821841607232
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,9,raw,0.20793621740141172,0.1470535434024819,0.38508394310871763
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,9,calibrated,0.19897734956576368,0.08126059063396074,0.18082605422266468
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,10,raw,0.2138373104837428,0.13284071092888464,0.28900748093922946
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,10,calibrated,0.20137173413422865,0.043203895335803405,0.09456951770383204
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,11,raw,0.2012081766299133,0.16999859912478824,0.252705625295639
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,11,calibrated,0.17509234051531558,0.07744095999480675,0.2764607819248516
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,12,raw,0.1964188731891593,0.14400730166521114,0.22041332274675374
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,12,calibrated,0.17980478592388624,0.07629821555612934,0.3894332802568752
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,13,raw,0.22571269724945503,0.14980059953059183,0.2923026399953025
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,13,calibrated,0.20303506450472866,0.09887288112828606,0.16919889118807085
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,14,raw,0.17925376014859098,0.199608051281233,0.30538705417088097
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,14,calibrated,0.1661040781435494,0.0905953541839933,0.3555379685435854
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,15,raw,0.19228961410518894,0.15542493645038646,0.25379216454245845
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,15,calibrated,0.172343997123297,0.09971963222661157,0.3259961100522282
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,16,raw,0.21496947534428232,0.18249775168754284,0.39193105548620216
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,16,calibrated,0.18664232590614885,0.1651732296409434,0.3794024508456396
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,17,raw,0.207327394883636,0.17953597708778865,0.31295224305461433
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,17,calibrated,0.17842618940832972,0.04804528608034968,0.38440836057426975
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,18,raw,0.2166837898903241,0.19979720790002303,0.3588080769138677
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,18,calibrated,0.1753589112845426,0.14344638527651044,0.31786877820211124
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,19,raw,0.19420553919775072,0.1712547588651463,0.3192250402768453
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,19,calibrated,0.16237749106513075,0.11716161795792142,0.33066260466437597
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,20,raw,0.19010331061493174,0.15647580887554063,0.18966437876224518
ablation,ensemble_raw,2,1,10,10,similarity_penalized_mean,20,calibrated,0.1737668442866044,0.05528529258314758,0.11954683227600038
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,0,raw,0.21132697177436544,0.0904299437999726,0.3915043413639069
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,0,calibrated,0.2061722675132644,0.02432502962132913,0.13975902163735138
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,1,raw,0.19588117504167135,0.053143008028046536,0.2972909063100815
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,1,calibrated,0.19392371583930657,0.08813748913348984,0.2792674126180499
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,2,raw,0.1891464473851513,0.08339835233607534,0.30528954789042473
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,2,calibrated,0.18785249761401474,0.051332261250768126,0.21339806084290208
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,3,raw,0.18818413163862657,0.09937702071363645,0.2456206738948823
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,3,calibrated,0.18592844779664966,0.0687341565578757,0.1406341874002196
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,4,raw,0.17922533119813333,0.10891177578497746,0.22404029369354256
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,4,calibrated,0.17907509495765203,0.08641141132215896,0.45242016163235105
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,5,raw,0.18310271264906317,0.12016349470211286,0.7012811884284019
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,5,calibrated,0.1748649690338999,0.10084427255563862,0.29057415726074654
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,6,raw,0.16910495406735135,0.1217598301121744,0.31173135042190553
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,6,calibrated,0.1642286321915598,0.12454602964405642,0.7368008685080215
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,7,raw,0.1542951819150202,0.11296887695789334,0.4502269148826599
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,7,calibrated,0.15494859649284315,0.1068278788859995,0.44041164392175763
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,8,raw,0.15549887481599628,0.10020186486890761,0.48137552440166476
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,8,calibrated,0.15775694103697602,0.08503908852415769,0.3407156715250085
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,9,raw,0.1614710227689,0.08634543596940526,0.45464993715286256
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,9,calibrated,0.1639661144748637,0.06665681057529588,0.4094995831117162
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,10,raw,0.17519443259887904,0.06875554479784884,0.14679869636893272
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,10,calibrated,0.17440732502403775,0.06831356221058808,0.21958261516406713
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,11,raw,0.1745519112093101,0.07868340535689206,0.15981262803077695
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,11,calibrated,0.17323831353818614,0.11449769278996179,0.7240127723855572
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,12,raw,0.17498656643025726,0.10851450335171274,0.8074352204799652
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,12,calibrated,0.17185032853101664,0.11245371552401084,0.708075508433717
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,13,raw,0.1711591278987844,0.09282021325523565,0.8052858009934425
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,13,calibrated,0.17056975451702183,0.06208933096801141,0.7250327299444685
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,14,raw,0.16579846033191828,0.09424957542096156,0.40805504322052
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,14,calibrated,0.16621823091658702,0.06765128746274414,0.22092264143208373
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,15,raw,0.16942575304054347,0.11806608132891735,0.3421657681465149
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,15,calibrated,0.16764998814837537,0.07508026395734145,0.5658712968871807
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,16,raw,0.17913484285736492,0.11359509156417044,0.36595777869224555
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,16,calibrated,0.1778306483688269,0.08251808476850217,0.340491484273463
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,17,raw,0.15801061048252155,0.09427691086874168,0.8209861218929291
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,17,calibrated,0.15669466349501696,0.059766221704526445,0.2200842161984547
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,18,raw,0.1658668090019881,0.11946087319214457,0.5549313873052597
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,18,calibrated,0.16446855765702453,0.09754557712714523,0.4476167050532066
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,19,raw,0.16110629050212805,0.08921060824798331,0.26723940707743166
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,19,calibrated,0.15677335554488528,0.11608619021775839,0.32686992267962883
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,20,raw,0.16232220308177958,0.0741162153876434,0.31147157996892927
ablation,ensemble_raw,2,1,10,10,cluster_diverse_representative,20,calibrated,0.16110460243202374,0.09214929450325215,0.39507033241518186
ablation,ensemble_raw,2,1,10,10,oed_logdet,0,raw,0.21132697177436544,0.0904299437999726,0.3915043413639069
ablation,ensemble_raw,2,1,10,10,oed_logdet,0,calibrated,0.2061722675132644,0.02432502962132913,0.13975902163735138
ablation,ensemble_raw,2,1,10,10,oed_logdet,1,raw,0.19194863376005838,0.06370570720252346,0.3382584869861603
ablation,ensemble_raw,2,1,10,10,oed_logdet,1,calibrated,0.1887684481042429,0.09469151404854875,0.23862726148050503
ablation,ensemble_raw,2,1,10,10,oed_logdet,2,raw,0.19307274882853928,0.09238026374477454,0.2803987354040146
ablation,ensemble_raw,2,1,10,10,oed_logdet,2,calibrated,0.1903565747891793,0.1344638735281942,0.42357149546855516
ablation,ensemble_raw,2,1,10,10,oed_logdet,3,raw,0.20579437293246383,0.09984100597389672,0.2973210573196411
ablation,ensemble_raw,2,1,10,10,oed_logdet,3,calibrated,0.19965410716173174,0.1500629607631194,0.3785733238141396
ablation,ensemble_raw,2,1,10,10,oed_logdet,4,raw,0.2079650887269936,0.07602729160906908,0.22455363273620604
ablation,ensemble_raw,2,1,10,10,oed_logdet,4,calibrated,0.2038942577888842,0.07131375546083377,0.18945207908039363
ablation,ensemble_raw,2,1,10,10,oed_logdet,5,raw,0.20600706824866874,0.13579251331798103,0.3517152488231659
ablation,ensemble_raw,2,1,10,10,oed_logdet,5,calibrated,0.19923802146822361,0.06171387787414888,0.3475681181048287
ablation,ensemble_raw,2,1,10,10,oed_logdet,6,raw,0.21151365075147896,0.13826215529845937,0.4292668169736862
ablation,ensemble_raw,2,1,10,10,oed_logdet,6,calibrated,0.20781174105189887,0.15000925535778073,0.46648864746339846
ablation,ensemble_raw,2,1,10,10,oed_logdet,7,raw,0.2061314054777346,0.09589052553904256,0.33452058434486387
ablation,ensemble_raw,2,1,10,10,oed_logdet,7,calibrated,0.19785005890423157,0.06101577991870075,0.3261111704156727
ablation,ensemble_raw,2,1,10,10,oed_logdet,8,raw,0.20400748247868392,0.11082964105121157,0.3571297824382782
ablation,ensemble_raw,2,1,10,10,oed_logdet,8,calibrated,0.19990147771819552,0.057070005664103994,0.36248755067788896
ablation,ensemble_raw,2,1,10,10,oed_logdet,9,raw,0.19684220440856198,0.1241880139051858,0.26414432764053347
ablation,ensemble_raw,2,1,10,10,oed_logdet,9,calibrated,0.19535436628907982,0.09669372014915063,0.1283506966351612
ablation,ensemble_raw,2,1,10,10,oed_logdet,10,raw,0.1981006967039552,0.09888248726473017,0.1973829001188278
ablation,ensemble_raw,2,1,10,10,oed_logdet,10,calibrated,0.19295435772530897,0.05833007987308085,0.17026968157270617
ablation,ensemble_raw,2,1,10,10,oed_logdet,11,raw,0.20139721385214682,0.08671353403794566,0.28734458386898043
ablation,ensemble_raw,2,1,10,10,oed_logdet,11,calibrated,0.19499345140974678,0.029390881529434594,0.3511614223090959
