mode,setup,outer_fold_id,inner_fold_id,replay_seed_size,initial_label_count,strategy,round_id,probability_type,Brier,ECE_10,MCE_10
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,7,calibrated,0.15982814280852647,0.07755728000800204,0.3522940798909905
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,8,raw,0.15920600725326406,0.1231608975236699,0.2555579699575901
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,8,calibrated,0.15870569175849267,0.12361024186457069,0.23905306419987649
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,9,raw,0.1461122506232638,0.09240454681596516,0.2730898462235928
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,9,calibrated,0.14590980598044517,0.06529042601517246,0.22144929881902528
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,10,raw,0.14468899752245015,0.07218640754788609,0.30147524029016504
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,10,calibrated,0.14711373305696,0.1106409560344648,0.3365584020219426
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,11,raw,0.14000212628940212,0.10747049719221514,0.37560109738260505
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,11,calibrated,0.14167904916989751,0.14465657923856468,0.39016880100652657
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,12,raw,0.12773098392032176,0.06199288549438375,0.3847181320190429
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,12,calibrated,0.13064533255474475,0.08563951897025938,0.35070147140864383
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,13,raw,0.14242020875098085,0.10244010171647801,0.9008527487516403
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,13,calibrated,0.14286471415494864,0.0998210786047532,0.3294450081942034
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,14,raw,0.1375493522855254,0.037876356342586355,0.3414014056324959
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,14,calibrated,0.1389124514172982,0.129386895197167,0.8072445704650468
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,15,raw,0.13331251031561023,0.07903462067499002,0.31601914167404177
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,15,calibrated,0.13499425162608672,0.07683750842496247,0.34073004937035456
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,16,raw,0.13807832757619054,0.07514884261004001,0.31061831712722776
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,16,calibrated,0.13811906438393998,0.11087910211640115,0.34322684292224404
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,17,raw,0.13273931325770402,0.05312396928162894,0.21745864550272637
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,17,calibrated,0.13227821659482045,0.077088063322152,0.5133036119676954
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,18,raw,0.12528035373858598,0.07906828316844114,0.6419220566749573
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,18,calibrated,0.12695337649349775,0.10028007235610355,0.4768840750112341
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,19,raw,0.11813651176938428,0.09883957534902178,0.6335474948088328
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,19,calibrated,0.11999770976554787,0.07844260771581504,0.2989115681182162
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,20,raw,0.10951589121731366,0.07608787440142382,0.593966794013977
ablation,ensemble_calibrated,1,1,10,10,predictive_entropy,20,calibrated,0.11098212921134577,0.11492908949861916,0.5610476376071005
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,0,raw,0.1672813536405362,0.09289897303965125,0.161738942861557
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,0,calibrated,0.1636577177116027,0.07914072680448492,0.34901250273132767
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,1,raw,0.16845505547982398,0.05130238125132306,0.32288052011281254
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,1,calibrated,0.1690593863922506,0.08305241093484181,0.33441158704758384
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,2,raw,0.1780104762777999,0.1359056299015628,0.8103877246379853
ablation,ensemble_calibrated,1,1,10,10,similarity_penalized_mean,2,calibrated,0.1727190750268355,0.07397786729469465,0.227534429592411
